,venueId,latitude,longitude,localTimestamp
34185,4b7e6c7bf964a52091ec2fe3,35.68,139.78,2012-04-16 16:31:15
34205,4bbef995ba9776b09765fec8,35.563,139.57,2012-04-16 16:34:49
34206,4b6929a7f964a520ac9a2be3,35.709,139.8,2012-04-16 16:35:05
34210,4bbef995ba9776b09765fec8,35.563,139.57,2012-04-16 16:35:35
34211,4b29ffe8f964a5209aa424e3,35.639,139.74,2012-04-16 16:35:37
34223,4eaea460f9f4f7f1a0e498ee,35.648,139.75,2012-04-16 16:37:56
34229,4b30b5b8f964a52015fb24e3,35.672,139.74,2012-04-16 16:38:56
34240,4b063a75f964a520e0e922e3,35.673,139.72,2012-04-16 16:40:14
34256,4b0a3657f964a520782223e3,35.698,139.68,2012-04-16 16:42:07
34259,4b39affff964a520805e25e3,35.553,139.58,2012-04-16 16:42:23
34264,4b23286ff964a520f65324e3,35.657,139.75,2012-04-16 16:44:04
34265,4b600284f964a5202fd329e3,35.568,139.55,2012-04-16 16:44:18
34274,4b5599caf964a5209be827e3,35.67,139.82,2012-04-16 16:45:07
34286,4b0dfb78f964a520815323e3,35.675,139.76,2012-04-16 16:46:21
34293,4b56ed1df964a520801f28e3,35.698,139.77,2012-04-16 16:47:04
34319,4b592a01f964a520be7f28e3,35.663,139.73,2012-04-16 16:50:33
34334,4b0df959f964a520635323e3,35.663,139.73,2012-04-16 16:52:16
34348,4b3c0acbf964a520e28025e3,35.55,139.62,2012-04-16 16:55:23
34367,4b558306f964a5201be627e3,35.702,139.74,2012-04-16 16:58:57
34380,4b72772ef964a520ac7b2de3,35.679,139.74,2012-04-16 17:01:31
34391,4b52ff05f964a5202b8c27e3,35.68,139.78,2012-04-16 17:03:14
34408,4b58dcdef964a5206f6f28e3,35.535,139.59,2012-04-16 17:06:34
34423,4b55b740f964a520efec27e3,35.545,139.57,2012-04-16 17:08:30
34428,4b24b5e7f964a5208d6924e3,35.726,139.72,2012-04-16 17:09:06
34432,4b603896f964a5209ada29e3,35.659,139.7,2012-04-16 17:09:29
34438,4bc5a7655935c9b64624a6d2,35.673,139.72,2012-04-16 17:10:32
34442,4b7278aef964a520de7b2de3,35.687,139.77,2012-04-16 17:11:34
34445,4b0df959f964a520635323e3,35.663,139.73,2012-04-16 17:11:57
34450,4b6d4872f964a5202e6f2ce3,35.686,139.76,2012-04-16 17:12:59
34480,4b53bc1af964a520aba927e3,35.696,139.78,2012-04-16 17:18:27
34485,4b0df959f964a520635323e3,35.663,139.73,2012-04-16 17:18:51
34514,4b3159b4f964a520400525e3,35.663,139.75,2012-04-16 17:22:58
34517,4b7278aef964a520de7b2de3,35.687,139.77,2012-04-16 17:24:27
34528,4b340afff964a5204b2425e3,35.682,139.79,2012-04-16 17:26:04
34531,4e47b6b918a8f9804cd9da4c,35.744,139.68,2012-04-16 17:26:59
34547,4b88d779f964a520fa0f32e3,35.694,139.77,2012-04-16 17:28:54
34550,4b6a97d2f964a520a6d92be3,35.698,139.78,2012-04-16 17:29:50
34563,4b58df1ff964a520137028e3,35.704,139.73,2012-04-16 17:32:53
34565,4b53bc1af964a520aba927e3,35.696,139.78,2012-04-16 17:33:00
34568,4b85d58ff964a520757531e3,35.703,139.79,2012-04-16 17:33:20
34580,4b340afff964a5204b2425e3,35.682,139.79,2012-04-16 17:35:57
34583,4b74e8caf964a520b1f72de3,35.673,139.76,2012-04-16 17:36:13
34593,4b380ad7f964a520bc4a25e3,35.665,139.71,2012-04-16 17:37:41
34602,4b7278aef964a520de7b2de3,35.687,139.77,2012-04-16 17:41:00
34619,4b70eccff964a5207e342de3,35.687,139.77,2012-04-16 17:42:51
34625,4b47b936f964a520f53b26e3,35.671,139.72,2012-04-16 17:44:47
34645,4b18c616f964a520a7d523e3,35.672,139.79,2012-04-16 17:48:12
34663,4b380ad7f964a520bc4a25e3,35.665,139.71,2012-04-16 17:51:08
34667,4d9e94082064ba7a71d63f4d,35.697,139.68,2012-04-16 17:52:12
34673,4b6a97d2f964a520a6d92be3,35.698,139.78,2012-04-16 17:53:54
34708,4b7481e1f964a520bde02de3,35.73,139.71,2012-04-16 18:00:25
34731,4b598750f964a520448b28e3,35.724,139.75,2012-04-16 18:04:49
34760,4b467c9af964a5206c2226e3,35.682,139.8,2012-04-16 18:11:23
34764,4b46d0ebf964a520982826e3,35.696,139.75,2012-04-16 18:11:56
34773,4b572499f964a5200e2828e3,35.587,139.71,2012-04-16 18:13:56
34798,4bf0ba3d3a15d13a2dea3e9f,35.688,139.8,2012-04-16 18:19:34
34808,4b67ab11f964a5202d5a2be3,35.686,139.78,2012-04-16 18:22:17
34809,4b380ad7f964a520bc4a25e3,35.665,139.71,2012-04-16 18:22:34
34821,4b85d58ff964a520757531e3,35.703,139.79,2012-04-16 18:25:03
34826,4b22e836f964a520185024e3,35.709,139.73,2012-04-16 18:25:43
34833,4b6019f4f964a520e0d529e3,35.754,139.74,2012-04-16 18:26:58
34850,4b6a61e4f964a52005d42be3,35.695,139.75,2012-04-16 18:31:10
34859,4b580411f964a520ab4828e3,35.72,139.78,2012-04-16 18:34:52
34870,4b575064f964a520ce3028e3,35.692,139.78,2012-04-16 18:42:11
34873,4b5d54a2f964a5200e5a29e3,35.701,139.74,2012-04-16 18:42:38
34880,4b9b8cd2f964a520c30e36e3,35.676,139.76,2012-04-16 18:45:04
34882,4b4189eff964a52067c725e3,35.692,139.78,2012-04-16 18:45:22
34921,4b41367af964a5205dc325e3,35.686,139.74,2012-04-16 18:59:03
34975,4b72722ef964a520237b2de3,35.672,139.76,2012-04-16 19:13:35
34983,4b46c411f964a520ee2726e3,35.659,139.78,2012-04-16 19:15:56
34998,4b669d8af964a52097252be3,35.647,139.75,2012-04-16 19:20:50
34999,4b29ffe8f964a5209aa424e3,35.639,139.74,2012-04-16 19:20:58
35001,4b7e6c7bf964a52091ec2fe3,35.68,139.78,2012-04-16 19:21:45
35008,4b601301f964a520f9d429e3,35.689,139.7,2012-04-16 19:24:35
35011,4b7794adf964a52096a22ee3,35.742,139.65,2012-04-16 19:26:24
35016,4b18c8bbf964a520bad523e3,35.669,139.83,2012-04-16 19:28:46
35020,4b18c8bbf964a520bad523e3,35.669,139.83,2012-04-16 19:29:26
35049,4b592a01f964a520be7f28e3,35.663,139.73,2012-04-16 19:52:08
35052,4b55b89bf964a52026ed27e3,35.758,139.63,2012-04-16 19:53:26
35053,4b178e80f964a52059c623e3,35.656,139.74,2012-04-16 19:53:29
35054,4b467c9af964a5206c2226e3,35.682,139.8,2012-04-16 19:53:46
35075,4b680223f964a520bd632be3,35.648,139.75,2012-04-16 20:02:23
35080,4b22115af964a5209a4324e3,35.707,139.75,2012-04-16 20:05:33
35087,4b58df1ff964a520137028e3,35.704,139.73,2012-04-16 20:08:54
35088,4b0df959f964a520635323e3,35.663,139.73,2012-04-16 20:08:59
35097,4b555d0cf964a52071e227e3,35.707,139.76,2012-04-16 20:15:19
35100,4b178e80f964a52059c623e3,35.656,139.74,2012-04-16 20:18:00
35122,4b54fe62f964a52000d727e3,35.643,139.73,2012-04-16 20:27:08
35123,4b572499f964a5200e2828e3,35.587,139.71,2012-04-16 20:28:24
35128,4b223e96f964a520b04424e3,35.69,139.68,2012-04-16 20:34:13
35140,4b52ff05f964a5202b8c27e3,35.68,139.78,2012-04-16 20:42:08
35155,4b7ba23bf964a5205d692fe3,35.859,139.75,2012-04-16 20:50:11
35161,4b663f1bf964a520891a2be3,35.711,139.78,2012-04-16 20:53:46
35168,4b8da54ef964a5202e0633e3,35.664,139.78,2012-04-16 21:06:08
35186,4b72915df964a520bf7e2de3,35.817,139.74,2012-04-16 21:34:28
35257,4b5da9e0f964a520bb6529e3,35.749,139.72,2012-04-17 02:59:28
35287,4b5bac4af964a520200f29e3,35.55,139.63,2012-04-17 03:40:21
35289,4b5f8ae4f964a52080c029e3,35.686,139.73,2012-04-17 03:41:46
35293,4b9a188ef964a520a09e35e3,35.684,139.73,2012-04-17 03:42:53
35303,4b7481e1f964a520bde02de3,35.73,139.71,2012-04-17 03:51:48
35308,4b2692f9f964a520be7d24e3,35.689,139.71,2012-04-17 03:55:20
35310,4b2692f9f964a520be7d24e3,35.689,139.71,2012-04-17 03:55:33
35341,4b598dc6f964a5204a8c28e3,35.698,139.77,2012-04-17 14:51:06
35344,4b1b7b31f964a5209efb23e3,35.687,139.76,2012-04-17 14:51:55
35357,4b413218f964a52005c325e3,35.721,139.75,2012-04-17 14:53:16
35374,4b3c0acbf964a520e28025e3,35.55,139.62,2012-04-17 14:57:18
35380,4b977b90f964a5207b0535e3,35.707,139.75,2012-04-17 14:58:14
35382,4b8098e5f964a520e37f30e3,35.691,139.74,2012-04-17 14:58:38
35384,4b669d8af964a52097252be3,35.647,139.75,2012-04-17 14:58:57
35389,4b6929a7f964a520ac9a2be3,35.709,139.8,2012-04-17 14:59:56
35396,4b598750f964a520448b28e3,35.724,139.75,2012-04-17 15:01:14
35405,4b53ba34f964a5206aa927e3,35.684,139.74,2012-04-17 15:03:25
35437,4b5f855af964a5204abf29e3,35.686,139.88,2012-04-17 15:09:09
35444,4b55b740f964a520efec27e3,35.545,139.57,2012-04-17 15:10:52
35467,4b52ff05f964a5202b8c27e3,35.68,139.78,2012-04-17 15:13:52
35474,4b575064f964a520ce3028e3,35.692,139.78,2012-04-17 15:15:21
35486,4b84c06cf964a520334331e3,35.701,139.76,2012-04-17 15:16:58
35529,4b555d0cf964a52071e227e3,35.707,139.76,2012-04-17 15:23:55
35534,4b47b936f964a520f53b26e3,35.671,139.72,2012-04-17 15:24:26
35537,4d9e94082064ba7a71d63f4d,35.697,139.68,2012-04-17 15:24:40
35542,4b53f0dbf964a52021af27e3,35.677,139.75,2012-04-17 15:25:02
35544,4b46d0ebf964a520982826e3,35.696,139.75,2012-04-17 15:25:44
35548,4b7b91dbf964a52089672fe3,35.674,139.77,2012-04-17 15:26:23
35559,4b46c411f964a520ee2726e3,35.659,139.78,2012-04-17 15:27:52
35561,4b570dbff964a5208e2428e3,35.692,139.72,2012-04-17 15:28:16
35573,4b85d58ff964a520757531e3,35.703,139.79,2012-04-17 15:31:10
35579,4b403756f964a520eab625e3,35.691,139.7,2012-04-17 15:32:18
35601,4b67ab11f964a5202d5a2be3,35.686,139.78,2012-04-17 15:35:06
35615,4b22ebb2f964a5205c5024e3,35.672,139.74,2012-04-17 15:37:25
35622,4b56ed1df964a520801f28e3,35.698,139.77,2012-04-17 15:38:13
35633,4b45c7a5f964a5203e1026e3,35.655,139.8,2012-04-17 15:39:13
35641,4b6a97d2f964a520a6d92be3,35.698,139.78,2012-04-17 15:40:34
35645,4b79d5cbf964a5202a152fe3,35.682,139.76,2012-04-17 15:41:16
35646,4b0df959f964a520635323e3,35.663,139.73,2012-04-17 15:41:17
35658,4b0df959f964a520635323e3,35.663,139.73,2012-04-17 15:43:44
35679,4b603896f964a5209ada29e3,35.659,139.7,2012-04-17 15:46:35
35681,4b575064f964a520ce3028e3,35.692,139.78,2012-04-17 15:46:51
35722,4b22115af964a5209a4324e3,35.707,139.75,2012-04-17 15:52:44
35737,4b1b7b31f964a5209efb23e3,35.687,139.76,2012-04-17 15:53:55
35768,4b380ad7f964a520bc4a25e3,35.665,139.71,2012-04-17 15:58:48
35774,4b558306f964a5201be627e3,35.702,139.74,2012-04-17 16:00:01
35828,4b30b5b8f964a52015fb24e3,35.672,139.74,2012-04-17 16:11:20
35830,4b41367af964a5205dc325e3,35.686,139.74,2012-04-17 16:11:28
35834,4b52c581f964a520c28727e3,35.703,139.77,2012-04-17 16:11:47
35836,4b0bc483f964a520803323e3,35.704,139.79,2012-04-17 16:11:49
35838,4b53bc1af964a520aba927e3,35.696,139.78,2012-04-17 16:12:11
35845,4b601301f964a520f9d429e3,35.689,139.7,2012-04-17 16:13:16
35848,4b85d58ff964a520757531e3,35.703,139.79,2012-04-17 16:13:34
35849,4b22115af964a5209a4324e3,35.707,139.75,2012-04-17 16:13:34
35873,4b7e6c7bf964a52091ec2fe3,35.68,139.78,2012-04-17 16:16:45
35874,4b59871cf964a5203e8b28e3,35.695,139.77,2012-04-17 16:16:47
35932,4b52ff05f964a5202b8c27e3,35.68,139.78,2012-04-17 16:25:35
35940,4b5ef312f964a520459f29e3,35.663,139.76,2012-04-17 16:27:21
35954,4b54ff13f964a5201fd727e3,35.698,139.65,2012-04-17 16:30:38
35971,4b72772ef964a520ac7b2de3,35.679,139.74,2012-04-17 16:33:21
35972,4b4487c9f964a5201ef625e3,35.677,139.74,2012-04-17 16:33:21
35977,4b0dfb40f964a5207c5323e3,35.674,139.75,2012-04-17 16:33:55
36001,4b62b939f964a52057502ae3,35.663,139.73,2012-04-17 16:39:06
36004,4b8e4616f964a520ad1d33e3,35.665,139.71,2012-04-17 16:39:17
36005,4b3159b4f964a520400525e3,35.663,139.75,2012-04-17 16:39:23
36013,4b792f4bf964a52034ee2ee3,35.665,139.71,2012-04-17 16:41:10
36024,4b752193f964a520c8fe2de3,35.75,139.8,2012-04-17 16:43:21
36029,4b777fa7f964a520309e2ee3,35.75,139.81,2012-04-17 16:43:42
36041,4b0a405ff964a520c22223e3,35.667,139.73,2012-04-17 16:45:45
36046,4b58df1ff964a520137028e3,35.704,139.73,2012-04-17 16:47:03
36064,4b1b7b31f964a5209efb23e3,35.687,139.76,2012-04-17 16:51:40
36069,4b380ad7f964a520bc4a25e3,35.665,139.71,2012-04-17 16:52:23
36073,4b60149cf964a5203ad529e3,35.691,139.69,2012-04-17 16:53:14
36089,4b063a75f964a520e0e922e3,35.673,139.72,2012-04-17 16:55:36
36096,4b845317f964a520c02e31e3,35.734,139.74,2012-04-17 16:57:23
36101,4b80a413f964a520e88230e3,35.68,139.78,2012-04-17 16:59:12
36108,4b0a3657f964a520782223e3,35.698,139.68,2012-04-17 17:00:31
36129,4b845317f964a520c02e31e3,35.734,139.74,2012-04-17 17:03:15
36135,4b6a97d2f964a520a6d92be3,35.698,139.78,2012-04-17 17:04:21
36170,4b663f1bf964a520891a2be3,35.711,139.78,2012-04-17 17:10:04
36194,4b52ff05f964a5202b8c27e3,35.68,139.78,2012-04-17 17:14:11
36199,4b55b740f964a520efec27e3,35.545,139.57,2012-04-17 17:14:36
36202,4b73502df964a52001a82de3,35.704,139.76,2012-04-17 17:15:25
36214,4b0a3657f964a520782223e3,35.698,139.68,2012-04-17 17:16:40
36215,4b3159b4f964a520400525e3,35.663,139.75,2012-04-17 17:16:58
36267,4b493538f964a520186a26e3,35.726,139.76,2012-04-17 17:27:05
36269,4b4dc6bff964a5207ad726e3,35.682,139.77,2012-04-17 17:27:11
36278,4b7b65f0f964a520e2612fe3,35.661,139.75,2012-04-17 17:30:16
36322,4b22e836f964a520185024e3,35.709,139.73,2012-04-17 17:36:12
36326,4b555d0cf964a52071e227e3,35.707,139.76,2012-04-17 17:36:48
36328,4b5428bff964a52072b327e3,35.765,139.74,2012-04-17 17:37:30
36338,4b62b939f964a52057502ae3,35.663,139.73,2012-04-17 17:39:28
36341,4b752193f964a520c8fe2de3,35.75,139.8,2012-04-17 17:39:49
36353,4b403756f964a520eab625e3,35.691,139.7,2012-04-17 17:42:24
36383,4ba95af1f964a5209c213ae3,35.644,139.7,2012-04-17 17:48:44
36396,4b340afff964a5204b2425e3,35.682,139.79,2012-04-17 17:50:55
36402,4b340afff964a5204b2425e3,35.682,139.79,2012-04-17 17:51:21
36430,4b669d8af964a52097252be3,35.647,139.75,2012-04-17 17:57:10
36434,4b380ad7f964a520bc4a25e3,35.665,139.71,2012-04-17 17:57:48
36457,4b54ebe8f964a5203ed327e3,35.701,139.74,2012-04-17 18:02:50
36459,4bf0ba3d3a15d13a2dea3e9f,35.688,139.8,2012-04-17 18:03:01
36470,4b603896f964a5209ada29e3,35.659,139.7,2012-04-17 18:05:44
36471,4b2c4c0bf964a52075c524e3,35.654,139.75,2012-04-17 18:05:49
36472,4b751862f964a520c9fd2de3,35.659,139.7,2012-04-17 18:05:59
36474,4b680223f964a520bd632be3,35.648,139.75,2012-04-17 18:06:29
36493,4b6d4872f964a5202e6f2ce3,35.686,139.76,2012-04-17 18:11:50
36497,4b585654f964a520605328e3,35.707,139.78,2012-04-17 18:12:24
36512,4b592a01f964a520be7f28e3,35.663,139.73,2012-04-17 18:17:41
36517,4b598750f964a520448b28e3,35.724,139.75,2012-04-17 18:18:15
36531,4b72774bf964a520b27b2de3,35.696,139.76,2012-04-17 18:21:16
36543,4b74e8caf964a520b1f72de3,35.673,139.76,2012-04-17 18:23:23
36559,4b6929a7f964a520ac9a2be3,35.709,139.8,2012-04-17 18:26:59
36573,4b752193f964a520c8fe2de3,35.75,139.8,2012-04-17 18:31:08
36579,4b6a97d2f964a520a6d92be3,35.698,139.78,2012-04-17 18:32:32
36614,4bc5a7655935c9b64624a6d2,35.673,139.72,2012-04-17 18:40:10
36622,4b6019f4f964a520e0d529e3,35.754,139.74,2012-04-17 18:41:12
36627,4b9b8cd2f964a520c30e36e3,35.676,139.76,2012-04-17 18:43:02
36634,4b556966f964a520b0e327e3,35.718,139.76,2012-04-17 18:45:07
36649,4b7481e1f964a520bde02de3,35.73,139.71,2012-04-17 18:50:53
36685,4b7794adf964a52096a22ee3,35.742,139.65,2012-04-17 19:01:27
36686,4b24b5e7f964a5208d6924e3,35.726,139.72,2012-04-17 19:01:33
36693,4b52c581f964a520c28727e3,35.703,139.77,2012-04-17 19:03:10
36705,4dc5e8f5e4cd169dc659fe4d,35.792,139.65,2012-04-17 19:07:13
36711,4b3166f9f964a520400625e3,35.683,139.66,2012-04-17 19:08:05
36719,4b6a9525f964a52044d92be3,35.831,139.74,2012-04-17 19:10:39
36720,4b53bc1af964a520aba927e3,35.696,139.78,2012-04-17 19:10:51
36722,4b41367af964a5205dc325e3,35.686,139.74,2012-04-17 19:12:06
36724,4b380ad7f964a520bc4a25e3,35.665,139.71,2012-04-17 19:13:00
36754,4b5760eaf964a520ac3428e3,35.698,139.66,2012-04-17 19:22:21
36765,4b22e836f964a520185024e3,35.709,139.73,2012-04-17 19:27:18
36775,4b72722ef964a520237b2de3,35.672,139.76,2012-04-17 19:30:57
36799,4b5d54a2f964a5200e5a29e3,35.701,139.74,2012-04-17 19:38:22
36800,4b97b7ebf964a5208e1135e3,35.8,139.73,2012-04-17 19:38:26
36849,4b46c411f964a520ee2726e3,35.659,139.78,2012-04-17 19:55:31
36872,4b22115af964a5209a4324e3,35.707,139.75,2012-04-17 20:07:22
36873,4b7291f5f964a520d87e2de3,35.656,139.75,2012-04-17 20:07:37
36886,4ed6f1419adf06cbf619d0de,35.689,139.71,2012-04-17 20:15:09
36888,4b0dfb40f964a5207c5323e3,35.674,139.75,2012-04-17 20:17:15
36903,4b67ab11f964a5202d5a2be3,35.686,139.78,2012-04-17 20:23:11
36907,4b9a188ef964a520a09e35e3,35.684,139.73,2012-04-17 20:25:28
36911,4b5f8ae4f964a52080c029e3,35.686,139.73,2012-04-17 20:26:24
36931,4b580411f964a520ab4828e3,35.72,139.78,2012-04-17 20:34:59
36935,4b5febdaf964a520bbd029e3,35.642,139.73,2012-04-17 20:39:14
36938,4b72754af964a520727b2de3,35.671,139.76,2012-04-17 20:42:06
36941,4b8da54ef964a5202e0633e3,35.664,139.78,2012-04-17 20:42:53
36942,4e4bba0d483bb8f05995553e,35.67,139.7,2012-04-17 20:43:35
36947,4b5822c5f964a520e14b28e3,35.778,139.73,2012-04-17 20:44:53
36948,4b22ebb2f964a5205c5024e3,35.672,139.74,2012-04-17 20:45:22
36968,4b7fb39ef964a520b33930e3,35.691,139.71,2012-04-17 20:50:43
36975,4b29ffe8f964a5209aa424e3,35.639,139.74,2012-04-17 20:54:52
36978,4b39affff964a520805e25e3,35.553,139.58,2012-04-17 20:55:40
36983,4b56b1f3f964a520d01828e3,35.689,139.83,2012-04-17 20:56:49
36992,4b570dbff964a5208e2428e3,35.692,139.72,2012-04-17 21:03:20
37005,4b72774bf964a520b27b2de3,35.696,139.76,2012-04-17 21:09:36
37024,4b572499f964a5200e2828e3,35.587,139.71,2012-04-17 21:24:01
37027,4b72915df964a520bf7e2de3,35.817,139.74,2012-04-17 21:25:29
37036,4b5599caf964a5209be827e3,35.67,139.82,2012-04-17 21:35:29
37101,4b5da9e0f964a520bb6529e3,35.749,139.72,2012-04-18 02:59:45
37140,4b7481e1f964a520bde02de3,35.73,139.71,2012-04-18 03:50:28
37175,4b467c9af964a5206c2226e3,35.682,139.8,2012-04-18 04:10:17
37188,4b74e8caf964a520b1f72de3,35.673,139.76,2012-04-18 04:16:28
37199,4b62b939f964a52057502ae3,35.663,139.73,2012-04-18 04:19:38
37202,4b663f1bf964a520891a2be3,35.711,139.78,2012-04-18 04:19:58
37222,4b567b47f964a520651228e3,35.726,139.73,2012-04-18 04:24:28
37224,4b7291c5f964a520d17e2de3,35.657,139.75,2012-04-18 04:25:10
37231,4b5e34f8f964a520bb8329e3,35.696,139.75,2012-04-18 04:27:30
37233,4b752193f964a520c8fe2de3,35.75,139.8,2012-04-18 04:28:07
37240,4b54ff13f964a5201fd727e3,35.698,139.65,2012-04-18 04:30:05
37254,4b84c06cf964a520334331e3,35.701,139.76,2012-04-18 04:35:17
37268,4b80a413f964a520e88230e3,35.68,139.78,2012-04-18 04:38:31
37269,4b29ffe8f964a5209aa424e3,35.639,139.74,2012-04-18 04:38:41
37277,4b6a97d2f964a520a6d92be3,35.698,139.78,2012-04-18 04:40:00
37278,4b7df826f964a520c1dc2fe3,35.696,139.82,2012-04-18 04:40:05
37281,4b8da54ef964a5202e0633e3,35.664,139.78,2012-04-18 04:40:37
37305,4b6d4872f964a5202e6f2ce3,35.686,139.76,2012-04-18 04:46:30
37311,4b572499f964a5200e2828e3,35.587,139.71,2012-04-18 04:47:08
37315,4b5cda0ef964a5205f4729e3,35.697,139.68,2012-04-18 04:47:36
37316,4b0a3657f964a520782223e3,35.698,139.68,2012-04-18 04:47:46
37319,4ba94ec3f964a5206b1d3ae3,35.71,139.81,2012-04-18 04:48:08
37328,4b18c8bbf964a520bad523e3,35.669,139.83,2012-04-18 04:48:56
37330,4b1ac490f964a5205af123e3,35.729,139.79,2012-04-18 04:49:03
37331,4b669d8af964a52097252be3,35.647,139.75,2012-04-18 04:49:15
37333,4b570ffef964a520ea2428e3,35.709,139.8,2012-04-18 04:49:21
37337,4b7e6c7bf964a52091ec2fe3,35.68,139.78,2012-04-18 04:50:59
37346,4b971b9ff964a5205ff834e3,35.685,139.77,2012-04-18 04:52:31
37347,4b18c8bbf964a520bad523e3,35.669,139.83,2012-04-18 04:52:33
37359,4dc5e8f5e4cd169dc659fe4d,35.792,139.65,2012-04-18 04:55:25
37371,4b18c616f964a520a7d523e3,35.672,139.79,2012-04-18 04:56:25
37388,4ce4f953b43737046644f6ce,35.685,139.77,2012-04-18 05:00:23
37389,4b6ad929f964a52052e32be3,35.732,139.77,2012-04-18 05:00:40
37390,4b7b9edbf964a520f4682fe3,35.627,139.72,2012-04-18 05:00:43
37393,4b56a082f964a5200b1728e3,35.673,139.9,2012-04-18 05:01:09
37399,4b54fad0f964a52057d627e3,35.664,139.87,2012-04-18 05:02:45
37402,4bcdb01b8920b7132912a0dc,35.689,139.82,2012-04-18 05:03:06
37403,4b493538f964a520186a26e3,35.726,139.76,2012-04-18 05:03:09
37405,4b380ad7f964a520bc4a25e3,35.665,139.71,2012-04-18 05:03:20
37408,4b6929a7f964a520ac9a2be3,35.709,139.8,2012-04-18 05:03:46
37421,4b18c616f964a520a7d523e3,35.672,139.79,2012-04-18 05:06:23
37424,4b6929a7f964a520ac9a2be3,35.709,139.8,2012-04-18 05:06:33
37428,4b572499f964a5200e2828e3,35.587,139.71,2012-04-18 05:06:58
37434,4b52c581f964a520c28727e3,35.703,139.77,2012-04-18 05:08:48
37451,4b73502df964a52001a82de3,35.704,139.76,2012-04-18 05:14:01
37457,4b0a3657f964a520782223e3,35.698,139.68,2012-04-18 05:14:28
37461,4b5599caf964a5209be827e3,35.67,139.82,2012-04-18 05:14:41
37463,4b7ba460f964a520a4692fe3,35.655,139.74,2012-04-18 05:15:20
37474,4b669d8af964a52097252be3,35.647,139.75,2012-04-18 05:17:13
37476,4b53ba34f964a5206aa927e3,35.684,139.74,2012-04-18 05:17:28
37489,4b600284f964a5202fd329e3,35.568,139.55,2012-04-18 05:19:40
37490,4b2c4c0bf964a52075c524e3,35.654,139.75,2012-04-18 05:20:08
37497,4eaea460f9f4f7f1a0e498ee,35.648,139.75,2012-04-18 05:21:42
37541,4b601301f964a520f9d429e3,35.689,139.7,2012-04-18 05:28:41
37547,4d9e94082064ba7a71d63f4d,35.697,139.68,2012-04-18 05:29:25
37557,4b7cc556f964a520dca42fe3,35.762,139.82,2012-04-18 05:30:17
37559,4b413218f964a52005c325e3,35.721,139.75,2012-04-18 05:30:29
37566,4b7278aef964a520de7b2de3,35.687,139.77,2012-04-18 05:31:22
37574,4b3c0acbf964a520e28025e3,35.55,139.62,2012-04-18 05:32:35
37576,4bbef995ba9776b09765fec8,35.563,139.57,2012-04-18 05:32:38
37587,4b5fea5ff964a52091d029e3,35.633,139.72,2012-04-18 05:33:49
37591,4b735f35f964a52037ab2de3,35.672,139.74,2012-04-18 05:34:14
37613,4b340afff964a5204b2425e3,35.682,139.79,2012-04-18 05:37:01
37621,4b73502df964a52001a82de3,35.704,139.76,2012-04-18 05:37:40
37633,4bbef995ba9776b09765fec8,35.563,139.57,2012-04-18 05:39:54
37635,4b56b1f3f964a520d01828e3,35.689,139.83,2012-04-18 05:40:08
37640,4b53f0dbf964a52021af27e3,35.677,139.75,2012-04-18 05:41:17
37650,4b53bc1af964a520aba927e3,35.696,139.78,2012-04-18 05:43:06
37660,4b752193f964a520c8fe2de3,35.75,139.8,2012-04-18 05:44:37
37664,4b22e781f964a520075024e3,35.719,139.73,2012-04-18 05:45:41
37677,4b85d58ff964a520757531e3,35.703,139.79,2012-04-18 05:47:37
37686,4bbef995ba9776b09765fec8,35.563,139.57,2012-04-18 05:49:29
37689,4b585654f964a520605328e3,35.707,139.78,2012-04-18 05:50:40
37690,4b558306f964a5201be627e3,35.702,139.74,2012-04-18 05:50:40
37708,4eaea460f9f4f7f1a0e498ee,35.648,139.75,2012-04-18 05:53:05
37722,4b8da54ef964a5202e0633e3,35.664,139.78,2012-04-18 05:56:37
37742,4b46d0ebf964a520982826e3,35.696,139.75,2012-04-18 06:00:44
37747,4b58f7d5f964a520ff7528e3,35.68,139.76,2012-04-18 06:01:45
37753,4b7aae11f964a520f1362fe3,35.737,139.65,2012-04-18 06:03:44
37760,4b1b7b31f964a5209efb23e3,35.687,139.76,2012-04-18 06:04:23
37763,4b735f8df964a5204aab2de3,35.677,139.74,2012-04-18 06:04:42
37786,4b601301f964a520f9d429e3,35.689,139.7,2012-04-18 06:09:06
37795,4b5ef312f964a520459f29e3,35.663,139.76,2012-04-18 06:10:05
37842,4b22ebb2f964a5205c5024e3,35.672,139.74,2012-04-18 06:20:06
37844,4b30b5b8f964a52015fb24e3,35.672,139.74,2012-04-18 06:21:15
37846,4b592a01f964a520be7f28e3,35.663,139.73,2012-04-18 06:21:17
37849,4b7e455ef964a520e0e72fe3,35.686,139.78,2012-04-18 06:21:46
37851,4b6929a7f964a520ac9a2be3,35.709,139.8,2012-04-18 06:22:07
37893,4b47b936f964a520f53b26e3,35.671,139.72,2012-04-18 06:31:26
37916,4b3159b4f964a520400525e3,35.663,139.75,2012-04-18 06:39:47
37931,4b1b7b31f964a5209efb23e3,35.687,139.76,2012-04-18 06:42:38
37939,4b3159b4f964a520400525e3,35.663,139.75,2012-04-18 06:45:16
37982,4b6a97d2f964a520a6d92be3,35.698,139.78,2012-04-18 06:58:43
38009,4b792f4bf964a52034ee2ee3,35.665,139.71,2012-04-18 07:16:34
